country,country_code,year,region,rank_stat_ind,stat_ind,rank_dem_stat,dem_stat,stateness,monopoly,identity,no_dogmas,admin,pol_part,elect,power,assembly,express,ruleoflaw,separation,judiciary,prosecution,civ_rights,stab_dem,perf_dem,com_dem,integ,party_sys,int_group,approv_dem,soc_cap,rank_econ_stat,econ_stat,level_development,barriers,market,compet,anti_monop,for_trade,bank,stab_econ,infl,macro_stab,priv_prop,prop_rights,priv_ent,welfare,safety_nets,equal,perf_econ,output,sustain,envir,edu,rank_gov_ind,gov_ind,level_diff,constr,civil_trad,conflict_intens,GNI,UN_edu,state_rol,gov_perf,steering,priority,implement,learning,efficiency,assets,coord,anti_corrupt,consens,goals,veto,cleavage,civil_part,recon,int_coop,use_support,cred,reg_coop,trend_dem,trend_econ,trend_gov,core_stateness,state_failure,pol_sys,cat_stat_ind,cat_dem_stat,cat_trend_dem,cat_econ_stat,cat_trend_econ,cat_gov_ind,cat_trend_gov,cat_level_diff,stateness_cat,pol_part_cat,ruleoflaw_cat,stab_dem_cat,integ_cat,level_development_cat,market_cat,stab_econ_cat,priv_prop_cat,welfare_cat,perf_econ_cat,sustain_cat,level_diff_cat,steering_cat,efficiency_cat,consens_cat,int_coop_cat
"Mauritania","MRT",2008,"West and Central Africa",92,4.411905,78,4.466667,6.25,8,6,4,7,5.75,6,3,6,8,4,3,4,3,6,3,3,3,3.3333333,3,3,,4,94,4.357143,3,3,4,3,3,6,4,6,6,6,4.5,5,4,3.5,4,3,6,6,3.5,4,3,51,5.3860108,7.6458333,8,8,5,9,10,5.875,5.683333,5,5,5,5,4.6666667,5,6,3,5.4,6,6,5,6,4,7.6666667,7,8,8,,,,7.5,"Stable state","autocracy","Very limited","Moderate autocracy",,"Poorly functioning",,"Moderate",,"Substantial","Fair","Fair","Flawed","Flawed","Flawed","Flawed","Flawed","Fair","Fair","Flawed","Fair","Flawed","Sound","Fair","Fair","Fair","Sound"
"Mauritania","MRT",2010,"West and Central Africa",110,3.727381,104,3.633333,5.25,5,6,4,6,3.75,2,1,6,6,3.5,3,3,3,5,2,2,2,3.6666667,4,3,,4,112,3.821429,3,3,3.75,3,2,6,4,4,4,4,4.5,4,5,3.5,4,3,5,5,3,3,3,106,3.4509028,7.9375,8,8,6,9,10,6.625,3.616667,3.3333333,3,4,3,3.3333333,4,3,3,3.8,3,3,4,4,5,4,3,4,5,-.83,-.54,-2.0666668,5.5,"Stable state","autocracy","Failed or nonexistent","Hard-line autocracy","Deterioration","Poorly functioning","Deterioration","Weak","Strong deterioration","Substantial","Fair","Flawed","Flawed","Poor","Flawed","Flawed","Flawed","Flawed","Fair","Flawed","Fair","Flawed","Sound","Flawed","Flawed","Flawed","Flawed"
"Mauritania","MRT",2012,"West and Central Africa",99,4.410714,83,4.5,5.5,6,6,4,6,5.5,5,2,8,7,4.5,4,4,4,6,3,3,3,4,4,4,,4,99,4.321429,3,3,3.75,3,2,6,4,5.5,6,5,5,5,5,3.5,4,3,6,6,3.5,4,3,82,4.4562963,7.6666667,8,8,6,8,10,6,4.7,4,4,4,4,3.6666667,4,3,4,4.8,6,4,4,5,5,6.3333333,5,7,7,.87,.5,1.0833333,6,"Stable state","autocracy","Very limited","Moderate autocracy","Improvement","Poorly functioning","Improvement","Moderate","Strong improvement","Substantial","Fair","Fair","Fair","Flawed","Flawed","Flawed","Flawed","Fair","Fair","Flawed","Fair","Flawed","Sound","Flawed","Flawed","Fair","Fair"
"Mauritania","MRT",2014,"West and Central Africa",100,4.360714,86,4.4,5.75,7,6,4,6,4.75,3,2,7,7,4.5,4,4,4,6,3,3,3,4,4,4,,4,97,4.321429,3,3,3.75,3,2,6,4,5.5,6,5,5,5,5,3.5,4,3,6,6,3.5,4,3,93,4.0591204,7.4791667,8,8,6,8,9,5.875,4.3,3.6666667,4,4,3,3.3333333,4,3,3,4.2,4,4,4,4,5,6,5,7,6,-.1,0,-.39999962,6.5,"Stable state","autocracy","Very limited","Moderate autocracy","No significant changes","Poorly functioning","No significant changes","Weak","No significant changes","Substantial","Fair","Fair","Fair","Flawed","Flawed","Flawed","Flawed","Fair","Fair","Flawed","Fair","Flawed","Sound","Flawed","Flawed","Flawed","Fair"
"Mauritania","MRT",2016,"West and Central Africa",98,4.347619,85,4.266667,6,8,6,4,6,4.5,3,2,6,7,4,3,4,4,5,2.5,3,2,4.3333333,5,4,,4,98,4.428571,3,3,3.5,3,2,5,4,5.5,6,5,5,5,5,3.5,4,3,7,7,3.5,4,3,89,4.2019753,7.3333333,8,8,5,8,9,6,4.466667,4,4,4,4,3.6666667,4,3,4,4.2,4,4,4,4,5,6,5,6,7,-.13,.11,.16666651,7,"Stable state","autocracy","Very limited","Moderate autocracy","No significant changes","Poorly functioning","No significant changes","Weak","No significant changes","Substantial","Fair","Fair","Flawed","Flawed","Flawed","Flawed","Flawed","Fair","Fair","Flawed","Sound","Flawed","Sound","Flawed","Flawed","Flawed","Fair"
"Mauritania","MRT",2018,"West and Central Africa",99,4.215476,86,4.216667,6,8,6,4,6,4.25,3,2,6,6,4,3,4,4,5,2.5,3,2,4.3333333,5,4,,4,100,4.214286,3,3,3.5,3,2,5,4,5.5,6,5,4.5,5,4,3.5,4,3,6,6,3.5,4,3,90,4.0604938,7.1666667,8,8,5,8,8,6,4.333333,3.6666667,4,4,3,3.3333333,4,3,3,4,3,4,4,4,5,6.3333333,5,7,7,-.05,-.21,-.13333321,7,"Stable state","autocracy","Very limited","Moderate autocracy","No significant changes","Poorly functioning","No significant changes","Weak","No significant changes","Substantial","Fair","Flawed","Flawed","Flawed","Flawed","Flawed","Flawed","Fair","Fair","Flawed","Fair","Flawed","Sound","Flawed","Flawed","Flawed","Fair"
"Mauritius","MUS",2006,"South and East Africa",15,8.166666,16,8.583333,9,9,9,10,8,9,10,8,9,9,7.75,9,7,8,7,9.5,10,9,7.6666667,8,7,,8,16,7.75,6,6,7.25,8,4,9,8,10,10,10,8.5,10,7,6.5,8,5,9,9,7,7,7,1,7.6274691,4.6041667,5,8,3,5,4,2.625,8.729167,9.3333333,10,8,10,7.3333333,9,8,5,8.25,9,8,8,8,,10,10,10,10,,,,8.5,"Stable state","democracy","Advanced","Democracy in consolidation",,"Functioning",,"Very good",,"Moderate","Excellent","Excellent","Sound","Excellent","Sound","Fair","Sound","Excellent","Excellent","Sound","Excellent","Sound","Flawed","Excellent","Sound","Sound","Excellent"
"Mauritius","MUS",2008,"South and East Africa",16,8.328571,13,8.8,9.25,10,10,9,8,9.75,10,10,10,9,8,9,8,7,8,9.5,9,10,7.5,9,7,7,7,18,7.857143,8,8,7.5,7,7,8,8,8,8,8,8,8,8,7,8,6,9,9,7.5,8,7,4,7.1325714,3.2291667,3,4,3,4,3,2.375,8.395833,8.6666667,9,8,9,7.3333333,8,8,6,8.25,9,9,8,7,,9.3333333,10,9,9,.22,.11,-.33333397,9,"Stable state","democracy","Advanced","Democracy in consolidation","No significant changes","Functioning","No significant changes","Very good","No significant changes","Minor","Excellent","Excellent","Sound","Excellent","Sound","Sound","Sound","Sound","Sound","Sound","Excellent","Sound","Flawed","Excellent","Sound","Sound","Excellent"
"Mauritius","MUS",2010,"South and East Africa",18,7.939285,17,8.45,9,10,9,8,9,8.75,9,8,9,9,8.25,9,8,8,8,9,9,9,7.25,7,7,8,7,22,7.428571,7,7,7,7,7,7,7,7,7,7,8.5,9,8,7,8,6,8,8,7.5,8,7,10,6.9378858,3.2291667,3,4,3,4,3,2.375,8.166667,8,8,8,8,7.6666667,8,8,7,8,9,9,8,6,,9,9,9,9,-.35,-.43,-.22916603,9.5,"Stable state","democracy","Advanced","Democracy in consolidation","No significant changes","Functioning","No significant changes","Good","No significant changes","Minor","Excellent","Excellent","Sound","Excellent","Sound","Sound","Sound","Sound","Excellent","Sound","Sound","Sound","Flawed","Sound","Sound","Sound","Excellent"
"Mauritius","MUS",2012,"South and East Africa",17,8.105952,15,8.533334,9.25,10,9,9,9,8.75,9,10,8,8,8,9,8,7,8,9,9,9,7.6666667,8,8,,7,20,7.678571,7,7,7.75,8,7,8,8,8.5,9,8,8.5,9,8,7,8,6,8,8,7,7,7,10,6.9909819,3.2291667,3,3,3,4,4,2.375,8.229167,8.6666667,9,8,9,7.3333333,8,8,6,8.25,9,9,7,8,,8.6666667,9,9,8,.08,.25,.0625,9.5,"Stable state","democracy","Advanced","Democracy in consolidation","No significant changes","Functioning","No significant changes","Good","No significant changes","Minor","Excellent","Excellent","Sound","Excellent","Sound","Sound","Sound","Excellent","Excellent","Sound","Sound","Sound","Flawed","Excellent","Sound","Sound","Excellent"
"Mauritius","MUS",2014,"South and East Africa",15,8.114285,13,8.55,9,10,9,8,9,9,9,10,9,8,8,9,8,7,8,9,9,9,7.75,8,8,8,7,21,7.678571,7,7,8.25,8,7,9,9,8,8,8,8,8,8,7,8,6,9,9,6.5,6,7,16,6.6529707,2.9166667,3,4,2,3,3,2.5,7.895833,8,8,8,8,7,8,8,5,8.25,9,9,8,7,,8.3333333,9,8,8,.02,0,-.33333349,9.5,"Stable state","democracy","Advanced","Democracy in consolidation","No significant changes","Functioning","No significant changes","Good","No significant changes","Minor","Excellent","Excellent","Sound","Excellent","Sound","Sound","Sound","Sound","Sound","Sound","Excellent","Sound","Flawed","Sound","Sound","Sound","Sound"
"Mauritius","MUS",2016,"South and East Africa",13,8.085714,12,8.6,9,10,9,8,9,8.75,9,10,9,7,8.25,9,9,7,8,9.5,9,10,7.5,8,8,9,5,19,7.571429,7,7,8.5,9,7,9,9,8,8,8,8,8,8,7,8,6,8,8,6.5,6,7,15,6.7423418,2.7291667,3,4,2,3,2,2.375,8.041667,8.3333333,9,8,8,6.6666667,7,8,5,8.5,10,9,8,7,,8.6666667,9,8,9,.05,-.11,.14583349,9.5,"Stable state","democracy","Advanced","Democracy in consolidation","No significant changes","Functioning","No significant changes","Good","No significant changes","Minor","Excellent","Excellent","Sound","Excellent","Sound","Sound","Excellent","Sound","Sound","Sound","Sound","Sound","Poor","Sound","Sound","Excellent","Excellent"
"Mauritius","MUS",2018,"South and East Africa",13,8.25,12,8.5,9,10,9,8,9,8.75,9,10,9,7,8.25,9,9,7,8,9,9,9,7.5,8,8,9,5,15,8,7,7,8.5,9,7,9,9,9,10,8,8.5,8,9,7,8,6,9,9,7,7,7,13,6.6429977,2.5625,3,4,2,3,1,2.375,7.958333,8,8,8,8,6.3333333,7,7,5,8.5,10,9,8,7,,9,9,9,9,-.1,.43,-.08333349,9.5,"Stable state","democracy","Advanced","Democracy in consolidation","No significant changes","Developed","No significant changes","Good","No significant changes","Minor","Excellent","Excellent","Sound","Excellent","Sound","Sound","Excellent","Excellent","Excellent","Sound","Excellent","Sound","Flawed","Sound","Fair","Excellent","Excellent"
"Mexico","MEX",2006,"Latin America and the Caribbean",27,7.132143,28,7.55,8,7,8,10,7,8.5,10,9,8,7,6.5,9,6,5,6,8,7,9,6.75,8,7,7,5,30,6.714286,6,6,8,7,7,10,8,8.5,10,7,7,7,7,5.5,6,5,7,7,5,5,5,32,5.998341,3.7916667,5,4,4,3,3,3.75,6.983334,6,6,6,6,4.6666667,5,6,3,7.6,9,9,7,6,7,9.6666667,9,10,10,,,,7,"Stable state","democracy","Advanced","Defective democracy",,"Functional flaws",,"Good",,"Minor","Sound","Excellent","Sound","Sound","Sound","Fair","Sound","Excellent","Sound","Fair","Sound","Fair","Flawed","Fair","Fair","Sound","Excellent"
"Mexico","MEX",2008,"Latin America and the Caribbean",28,7.296429,33,7.45,8.5,7,9,10,8,8,8,9,8,7,6.5,9,6,5,6,7.5,7,8,6.75,8,7,7,5,26,7.142857,6,6,8.5,7,8,10,9,9,10,8,7.5,7,8,5.5,6,5,8,8,5.5,6,5,35,5.8125,3.75,5,4,5,3,2,3.5,6.75,6,6,6,6,5.3333333,6,6,4,7,8,9,6,5,7,8.6666667,8,9,9,-.1,.43,-.23333359,7.5,"Stable state","democracy","Advanced","Defective democracy","No significant changes","Functioning","No significant changes","Good","No significant changes","Minor","Excellent","Sound","Sound","Sound","Sound","Fair","Excellent","Excellent","Sound","Fair","Sound","Fair","Flawed","Fair","Fair","Sound","Excellent"
"Mexico","MEX",2010,"Latin America and the Caribbean",33,7.089286,35,7.25,8.25,6,9,10,8,7.75,9,7,8,7,6.25,9,5,5,6,7.5,7,8,6.5,8,7,6,5,30,6.928571,6,6,8,7,7,10,8,9,10,8,7.5,7,8,5.5,6,5,7,7,5.5,6,5,36,5.9049537,3.7916667,5,4,5,3,2,3.75,6.85,6.6666667,6,7,7,5.6666667,6,7,4,6.4,8,7,6,5,6,8.6666667,8,9,9,-.2,-.21,.0999999,7,"Stable state","democracy","Advanced","Defective democracy","No significant changes","Functional flaws","No significant changes","Good","No significant changes","Minor","Sound","Sound","Fair","Sound","Sound","Fair","Sound","Excellent","Sound","Fair","Sound","Fair","Flawed","Sound","Fair","Fair","Excellent"
"Mexico","MEX",2012,"Latin America and the Caribbean",35,6.903571,38,6.95,8,5,9,10,8,7.25,8,7,8,6,5.75,8,5,4,6,7.5,7,8,6.25,7,7,6,5,35,6.857143,6,6,7.5,6,7,10,7,9,10,8,7.5,7,8,5.5,6,5,7,7,5.5,6,5,46,5.5678858,4.3541667,6,5,5,3,3,4.125,6.366667,6.6666667,7,7,6,5.3333333,6,6,4,5.8,8,5,6,5,5,7.6666667,7,8,8,-.3,-.07,-.48333311,6.5,"Stable state","democracy","Limited","Defective democracy","No significant changes","Functional flaws","No significant changes","Moderate","No significant changes","Minor","Sound","Sound","Fair","Sound","Fair","Fair","Sound","Excellent","Sound","Fair","Sound","Fair","Flawed","Sound","Fair","Fair","Sound"
"Mexico","MEX",2014,"Latin America and the Caribbean",33,6.846429,40,6.8,7.75,5,8,10,8,7,7,7,8,6,5.75,8,5,4,6,7,7,7,6.5,8,7,6,5,31,6.892857,6,6,7.75,6,7,10,8,9,10,8,7.5,7,8,5.5,6,5,7,7,5.5,6,5,45,5.6383488,4.5416667,6,5,7,3,2,4.25,6.416667,6.6666667,7,7,6,5.3333333,6,6,4,6,8,5,6,5,6,7.6666667,7,8,8,-.15,.04,.04999971,6.5,"Stable state","democracy","Limited","Defective democracy","No significant changes","Functional flaws","No significant changes","Good","No significant changes","Moderate","Sound","Sound","Fair","Sound","Sound","Fair","Sound","Excellent","Sound","Fair","Sound","Fair","Flawed","Sound","Fair","Fair","Sound"
"Mexico","MEX",2016,"Latin America and the Caribbean",41,6.4,54,6.3,7.5,5,8,9,8,6.5,7,6,7,6,5,7,5,4,4,6.5,6,7,6,7,7,5,5,33,6.5,6,6,7.5,6,6,10,8,8.5,10,7,7,6,8,5.5,6,5,6,6,5,5,5,55,5.3351389,5.125,6,6,7,3,4,4.75,5.983333,6.3333333,7,6,6,4.6666667,5,6,3,5.6,8,5,5,5,5,7.3333333,7,7,8,-.5,-.39,-.4333334,6.5,"Stable state","democracy","Limited","Defective democracy","Deterioration","Functional flaws","No significant changes","Moderate","No significant changes","Moderate","Sound","Sound","Fair","Sound","Fair","Fair","Sound","Excellent","Sound","Fair","Fair","Fair","Fair","Fair","Fair","Fair","Sound"
"Mexico","MEX",2018,"Latin America and the Caribbean",48,6.228571,57,6.1,7.25,5,8,9,7,6.25,7,6,7,5,5,7,5,4,4,6.5,6,7,5.5,6,6,5,5,39,6.357143,6,6,7.5,6,6,10,8,7.5,9,6,7,6,8,5.5,6,5,6,6,5,5,5,57,5.1676775,4.9791667,6,6,7,3,3,4.875,5.816667,5.6666667,6,6,5,4.6666667,5,6,3,5.6,8,5,5,5,5,7.3333333,7,7,8,-.2,-.14,-.16666651,6,"Stable state","democracy","Limited","Defective democracy","No significant changes","Functional flaws","No significant changes","Moderate","No significant changes","Moderate","Sound","Fair","Fair","Sound","Fair","Fair","Sound","Sound","Sound","Fair","Fair","Fair","Fair","Fair","Fair","Fair","Sound"
"Moldova","MDA",2006,"Post Soviet Eurasia",73,5.057143,66,5.4,6.5,3,8,10,5,6.75,7,7,7,6,4.75,4,4,4,7,4.5,4,5,4.5,4,4,6,4,82,4.714286,3,3,5,3,5,6,6,6.5,7,6,5.5,5,6,4,4,4,5,5,4,4,4,96,3.4979167,6.0625,8,7,5,9,2,5.375,3.85,3,3,3,3,3,3,4,2,4.4,7,4,5,3,3,5,6,5,4,,,,4,"Stable state","democracy","Very limited","Highly defective democracy",,"Poorly functioning",,"Weak",,"Moderate","Sound","Sound","Fair","Fair","Fair","Flawed","Fair","Sound","Fair","Flawed","Fair","Flawed","Fair","Flawed","Flawed","Flawed","Fair"
"Moldova","MDA",2008,"Post Soviet Eurasia",60,5.925,42,6.85,8,6,9,10,7,7.5,8,7,8,7,6,5,6,6,7,7,7,7,5.75,7,5,7,4,78,5,3,3,5.5,4,5,7,6,7.5,8,7,5.5,5,6,4,4,4,5,5,4.5,4,5,87,4.4582716,5.6666667,8,7,5,8,2,4,4.933333,4,4,4,4,4,4,5,3,5.4,6,6,6,6,3,6.3333333,7,6,6,1.45,.29,1.0833335,6.5,"Stable state","democracy","Limited","Defective democracy","Strong improvement","Functional flaws","No significant changes","Moderate","Strong improvement","Moderate","Sound","Sound","Fair","Sound","Fair","Flawed","Fair","Sound","Fair","Flawed","Fair","Fair","Fair","Flawed","Flawed","Fair","Fair"
"Moldova","MDA",2010,"Post Soviet Eurasia",61,5.789286,44,6.65,8,6,8,10,8,6.5,6,7,7,6,5.75,5,6,6,6,7,7,7,6,7,5,7,5,84,4.928571,3,3,5.5,4,5,7,6,7,8,6,5.5,5,6,4,4,4,5,5,4.5,4,5,79,4.4906944,5.6875,8,7,5,8,2,4.125,4.966667,4.3333333,4,5,4,4,4,5,3,5.2,6,6,5,6,3,6.3333333,7,6,6,-.2,-.07,.0333333,7,"Stable state","democracy","Limited","Defective democracy","No significant changes","Poorly functioning","No significant changes","Moderate","No significant changes","Moderate","Sound","Sound","Fair","Sound","Fair","Flawed","Fair","Sound","Fair","Flawed","Fair","Fair","Fair","Flawed","Flawed","Fair","Fair"
"Moldova","MDA",2012,"Post Soviet Eurasia",43,6.239285,36,7.05,8.25,7,8,10,8,7,7,7,7,7,6.25,6,6,6,7,7.5,7,8,6.25,7,6,6,6,67,5.428571,3,3,6,5,5,7,7,8,9,7,6.5,6,7,4.5,4,5,5,5,5,5,5,52,5.3935648,5.7916667,8,7,5,8,3,3.75,5.95,5.3333333,5,6,5,5,5,6,4,6.8,8,7,7,8,4,6.6666667,7,6,7,.4,.5,.98333311,7.5,"Stable state","democracy","Limited","Defective democracy","No significant changes","Functional flaws","Improvement","Moderate","Improvement","Moderate","Sound","Sound","Fair","Sound","Fair","Flawed","Fair","Sound","Sound","Fair","Fair","Fair","Fair","Fair","Fair","Sound","Sound"
"Moldova","MDA",2014,"Post Soviet Eurasia",45,6.325,34,7.15,8.25,7,8,10,8,7.25,8,7,7,7,6.5,7,6,6,7,7.5,7,8,6.25,7,6,6,6,67,5.5,3,3,6.5,6,6,7,7,8,9,7,6.5,6,7,4.5,4,5,5,5,5,5,5,48,5.4965046,5.4375,8,7,4,8,2,3.625,6.116667,5.6666667,5,6,6,5.3333333,6,6,4,6.8,8,7,7,8,4,6.6666667,7,6,7,.1,.07,.16666698,7.5,"Stable state","democracy","Limited","Defective democracy","No significant changes","Functional flaws","No significant changes","Moderate","No significant changes","Moderate","Sound","Sound","Sound","Sound","Fair","Flawed","Sound","Sound","Sound","Fair","Fair","Fair","Fair","Fair","Fair","Sound","Sound"
"Moldova","MDA",2016,"Post Soviet Eurasia",47,6.242857,40,6.7,7.25,5,8,9,7,6.75,6,6,8,7,6.5,7,6,6,7,7,6,8,6,6,6,6,6,60,5.785714,4,4,6.5,6,6,8,6,7.5,9,6,7,7,7,5.5,5,6,5,5,5,5,5,54,5.3058256,5.3541667,8,6,4,7,3,4.125,5.916667,5.3333333,4,6,6,5.3333333,6,6,4,6,6,6,7,7,4,7,7,6,8,-.45,.29,-.20000029,6,"Stable state","democracy","Limited","Defective democracy","No significant changes","Functional flaws","No significant changes","Moderate","No significant changes","Moderate","Sound","Sound","Sound","Sound","Fair","Flawed","Sound","Sound","Sound","Fair","Fair","Fair","Fair","Fair","Fair","Fair","Sound"
"Moldova","MDA",2018,"Post Soviet Eurasia",54,5.957143,54,6.2,7.25,5,8,9,7,6.25,6,5,8,6,5.5,5,5,5,7,6.5,6,7,5.5,6,6,5,5,60,5.714286,4,4,7,6,7,9,6,7.5,8,7,7,7,7,5.5,5,6,4,4,5,5,5,60,5.1457176,5.2708333,8,6,4,7,2,4.625,5.75,5.3333333,4,6,6,5,6,6,3,6,6,6,6,7,5,6.6666667,7,5,8,-.5,-.07,-.16666651,6,"Stable state","democracy","Limited","Defective democracy","Deterioration","Functional flaws","No significant changes","Moderate","No significant changes","Moderate","Sound","Fair","Fair","Sound","Fair","Flawed","Sound","Sound","Sound","Fair","Flawed","Fair","Fair","Fair","Fair","Fair","Sound"
"Mongolia","MNG",2006,"Post Soviet Eurasia",43,6.292857,38,7.05,8.5,8,10,10,6,6.75,6,7,8,6,6.25,8,6,5,6,7.5,7,8,6.25,6,5,7,7,55,5.535714,3,3,6.25,6,7,7,5,8.5,9,8,6.5,6,7,4.5,4,5,6,6,4,4,4,23,6.3016397,5.2708333,8,8,1,9,2,3.625,7.133333,6.3333333,7,5,7,5.3333333,5,6,5,8.2,9,9,9,6,8,8.6666667,9,9,8,,,,7,"Stable state","democracy","Limited","Defective democracy",,"Functional flaws",,"Good",,"Moderate","Excellent","Sound","Fair","Sound","Fair","Flawed","Fair","Excellent","Sound","Fair","Fair","Flawed","Fair","Fair","Fair","Sound","Excellent"
"Mongolia","MNG",2008,"Post Soviet Eurasia",44,6.25,40,7,8.5,8,10,10,6,7,7,7,8,6,6,7,6,4,7,7.5,7,8,6,6,5,7,6,63,5.5,3,3,6,6,7,6,5,8.5,9,8,6.5,6,7,4.5,4,5,6,6,4,4,4,30,6.1227778,5.125,8,8,2,8,1,3.75,6.866667,6.3333333,7,5,7,4.6666667,5,5,4,7.8,8,9,8,6,8,8.6666667,9,9,8,-.05,-.04,-.26666641,7,"Stable state","democracy","Limited","Defective democracy","No significant changes","Functional flaws","No significant changes","Good","No significant changes","Moderate","Excellent","Sound","Fair","Sound","Fair","Flawed","Fair","Excellent","Sound","Fair","Fair","Flawed","Fair","Fair","Fair","Sound","Excellent"
"Mongolia","MNG",2010,"Post Soviet Eurasia",46,6.2,41,6.9,8.5,8,10,10,6,6.75,6,7,8,6,5.75,7,6,4,6,7.5,7,8,6,6,5,7,6,66,5.5,3,3,6,6,7,6,5,8.5,9,8,6.5,6,7,4.5,4,5,6,6,4,4,4,26,6.1961806,5.3125,8,8,3,8,1,3.875,6.916667,6.3333333,7,5,7,4.6666667,5,5,4,8,9,9,8,6,8,8.6666667,9,9,8,-.1,0,.04999971,7,"Stable state","democracy","Limited","Defective democracy","No significant changes","Functional flaws","No significant changes","Good","No significant changes","Moderate","Excellent","Sound","Fair","Sound","Fair","Flawed","Fair","Excellent","Sound","Fair","Fair","Flawed","Fair","Fair","Fair","Sound","Excellent"
"Mongolia","MNG",2012,"Post Soviet Eurasia",50,6.085714,39,6.85,8.25,9,10,9,5,6.75,6,7,8,6,6,7,6,4,7,7,7,7,6.25,6,6,7,6,71,5.321429,3,3,6.25,5,7,7,6,7.5,8,7,6,5,7,4.5,4,5,6,6,4,4,4,33,5.9219522,5.4791667,8,7,3,8,3,3.875,6.583333,5.6666667,6,5,6,4.6666667,5,5,4,8,9,8,8,6,9,8,8,8,8,-.05,-.18,-.33333302,7,"Stable state","democracy","Limited","Defective democracy","No significant changes","Functional flaws","No significant changes","Good","No significant changes","Moderate","Sound","Sound","Fair","Sound","Fair","Flawed","Fair","Sound","Fair","Fair","Fair","Flawed","Fair","Fair","Fair","Sound","Sound"
"Mongolia","MNG",2014,"Post Soviet Eurasia",40,6.467857,34,7.15,8.5,9,10,10,5,7.25,8,7,8,6,6.25,7,6,5,7,7.5,7,8,6.25,6,6,7,6,59,5.785714,3,3,6.5,5,7,7,7,8,8,8,6,5,7,5.5,5,6,7,7,4.5,5,4,24,6.2384259,5.1041667,8,7,3,7,2,3.625,7,6.6666667,7,6,7,5,5,5,5,8,9,9,7,6,9,8.3333333,8,8,9,.3,.46,.41666651,7,"Stable state","democracy","Limited","Defective democracy","No significant changes","Functional flaws","No significant changes","Good","No significant changes","Moderate","Excellent","Sound","Fair","Sound","Fair","Flawed","Sound","Sound","Fair","Fair","Sound","Fair","Fair","Sound","Fair","Sound","Sound"
"Mongolia","MNG",2016,"Post Soviet Eurasia",36,6.614285,30,7.3,9,10,10,10,6,7.5,8,7,9,6,6.25,7,6,5,7,7.5,7,8,6.25,6,6,7,6,53,5.928571,5,5,6.5,5,7,7,7,7,7,7,5.5,5,6,5.5,5,6,7,7,5,5,5,35,5.8306231,4.7291667,7,7,3,5,3,3.375,6.604167,6,6,6,6,4.6666667,5,5,4,7.75,9,9,7,6,,8,8,7,9,.15,.14,-.39583349,8,"Stable state","democracy","Limited","Defective democracy","No significant changes","Functional flaws","No significant changes","Good","No significant changes","Moderate","Excellent","Sound","Fair","Sound","Fair","Fair","Sound","Sound","Fair","Fair","Sound","Fair","Fair","Fair","Fair","Sound","Sound"
"Mongolia","MNG",2018,"Post Soviet Eurasia",34,6.592857,28,7.4,9,10,10,10,6,7.75,8,7,9,7,6.25,7,6,5,7,7.5,7,8,6.5,6,7,7,6,59,5.785714,5,5,7,7,7,7,7,6,6,6,6.5,6,7,6,6,6,5,5,5,5,5,28,5.9640914,4.3958333,7,6,3,6,1,3.375,6.8125,6,6,6,6,5,5,5,5,8.25,9,9,8,7,,8,7,8,9,.1,-.14,.20833349,8,"Stable state","democracy","Limited","Defective democracy","No significant changes","Functional flaws","No significant changes","Good","No significant changes","Minor","Excellent","Sound","Fair","Sound","Sound","Fair","Sound","Fair","Sound","Fair","Fair","Fair","Flawed","Fair","Fair","Sound","Sound"
"Montenegro","MNE",2008,"East-Central and Southeast Europe",30,7.282143,26,7.85,9.25,9,9,9,10,8.5,9,9,9,7,6.75,8,6,5,8,8,7,9,6.75,7,6,8,6,38,6.714286,6,6,6.5,6,6,7,7,8,8,8,6.5,7,6,7,7,7,7,7,6,7,5,31,6.1558025,3.8333333,6,5,2,5,2,3,7.133333,7.3333333,8,6,8,6.3333333,6,7,6,7.2,8,8,7,6,7,7.6666667,8,7,8,,,,9.5,"Stable state","democracy","Advanced","Defective democracy",,"Functional flaws",,"Good",,"Minor","Excellent","Excellent","Sound","Sound","Sound","Fair","Sound","Sound","Sound","Sound","Sound","Fair","Flawed","Sound","Fair","Sound","Sound"
"Montenegro","MNE",2010,"East-Central and Southeast Europe",25,7.346429,27,7.8,9,9,8,9,10,8.75,9,9,10,7,6.5,7,6,5,8,8,7,9,6.75,7,6,8,6,32,6.892857,6,6,7.25,6,7,9,7,8.5,9,8,7,7,7,7,7,7,7,7,5.5,6,5,28,6.1912037,3.875,6,5,2,5,2,3.25,7.166667,6.6666667,7,6,7,5.6666667,5,7,5,8,10,9,7,6,8,8.3333333,9,8,8,-.05,.18,.0333333,9.5,"Stable state","democracy","Advanced","Defective democracy","No significant changes","Functional flaws","No significant changes","Good","No significant changes","Minor","Excellent","Excellent","Sound","Sound","Sound","Fair","Sound","Excellent","Sound","Sound","Sound","Fair","Flawed","Sound","Fair","Sound","Sound"
